sentence,label,gpt3_label,chatGPT_labels
"The study - ""Subclinical Hypertensive Heart Disease in African-American Patients with Elevated Blood Pressure in an Inner-City Emergency Department"" - was conducted by Phillip Levy, M.D., M.P.H., associate professor of Emergency Medicine, and was recently published online in Annals of Emergency Medicine.",0,0,0
Wake Forest Baptist study suggests Tasers don t cause cardiac complications,3,0,1
"Taser shots to the chest are no more dangerous than those delivered to other body locations, according to a new study by one of the country's leading experts on the devices.",1,1,0
"William P. Bozeman, M.D., an associate professor of emergency medicine at Wake Forest Baptist Medical Center, and colleagues reviewed 1,201 cases of real-life Taser uses by law enforcement agencies but found none in which the devices could be linked to cardiac complications, even when the Taser probes landed on the upper chest area and may have delivered a shock across the heart.",1,3,0
Radiation exposure from medical imaging has increased even at HMOs,0,0,3
Concern about overexposure to radiation due to excessive use of medical imaging has come to the fore in recent years.,0,0,0
"Now, a study led by researchers at the University of California, San Francisco (UCSF) and Group Health Research Institute, shows that medical imaging is increasing even in health maintenance organization systems (HMOs), which don't have a financial incentive to conduct them.",0,3,0
New report estimates nearly 18 million cancer survivors in the US by 2022,0,0,0
"The number of Americans with a history of cancer, currently estimated to be 13.7 million, will grow to almost 18 million by 2022, according to a first-ever report by the American Cancer Society in collaboration with the National Cancer Institute (NCI).",0,3,0
"The report, Cancer Treatment and Survivorship Facts and Figures, and accompanying journal article published in CA: A Cancer Journal for Clinicians, used data from the NCI-funded Surveillance, Epidemiology, and End Results (SEER) Program to generate brand new estimates of cancer survivor prevalence in the U.S.",0,3,0
Early menopause linked to increased risk of brain aneurysm,1,3,3
"Younger age of menopause in women with cerebral aneurysms Online First doi: 10.1136/neurointsurg-2012-010364 The younger a woman is when she goes through the menopause, the greater may be her risk of having a brain (cerebral) aneurysm, suggests research published online first in the Journal of NeuroInterventional Surgery.",1,3,3
"A cerebral aneurysm refers to an abnormal bulging of one of the arteries in the brain, which is often only discovered when it ruptures, causing a potentially fatal and/or disabling bleed.",3,0,0
Clarity begins at exome,0,0,0
"In exome sequencing, researchers selectively and simultaneously target and map all of the portions of the genome where exons reside.",0,0,0
Pediatric orthopaedic surgeons show age related patterns of spine injury in ATV injuries,1,0,3
"Children continue to account for a disproportionate percentage of morbidity and mortality from ATV-related accidents - up 240 percent since 1997, according to a Journal of Pediatric Orthopaedics report published by pediatric orthopaedic surgeons at Le Bonheur Children's Hospital.",0,3,0
"The surgeons - who studied data from the Kids' Inpatient Database - found spine-related injuries from all-terrain vehicles (ATVs) in the United States are more common in older children and in females, unlike males in most trauma studies.",1,3,3
Traffic noise exposure associated with higher risk of heart attack,1,3,1
"Exposure to traffic noise is significantly associated with heart attacks, according to research published June 20 in the open access journal PLoS ONE.",1,3,3
"Previous work had investigated that combined effects of both noise and air pollution caused by traffic, but the results were inconsistent.",0,0,3
Regional anesthesia reduces complications and death for hip fracture patients,3,1,1
"In a study of more than 18,000 patients having surgery for hip fracture, researchers at the Perelman School of Medicine at the University of Pennsylvania found that the use of regional anesthesia versus general anesthesia, was associated with a significant reduction in major pulmonary complications and death.",1,3,1
